city,dates,gender,outcome.runs,outcome.winner,player_of_match,team,umpires,venue,matchid,outcome.wickets,outcome.method,neutral_venue,match_type_number,year,did_win,bat_first,total_wins,win_percentage
Barbados,2007-04-21,male,,England,KP Pietersen,England,SJA Taufel,"Kensington Oval, Bridgetown",247504,1.0,,,,2007,True,False,16,0.5161290322580645
,2007-01-12,male,,Australia,AC Gilchrist,England,SJA Taufel,Melbourne Cricket Ground,249232,8.0,,,,2007,False,True,16,0.5161290322580645
Brisbane,2007-01-19,male,,Australia,MEK Hussey,England,IL Howell,"Brisbane Cricket Ground, Woolloongabba",249233,4.0,,,,2007,False,True,16,0.5161290322580645
,2007-01-26,male,,Australia,MG Johnson,England,IL Howell,Adelaide Oval,249234,9.0,,,,2007,False,True,16,0.5161290322580645
,2007-02-02,male,92.0,England,EC Joyce,England,IL Howell,Sydney Cricket Ground,249235,,,,,2007,True,True,16,0.5161290322580645
Hobart,2007-01-16,male,,England,A Flintoff,England,Asad Rauf,Bellerive Oval,249236,3.0,,1.0,,2007,True,False,16,0.5161290322580645
,2007-01-23,male,90.0,New Zealand,JDP Oram,England,DJ Harper,Adelaide Oval,249237,,,1.0,,2007,False,False,16,0.5161290322580645
Perth,2007-01-30,male,58.0,New Zealand,L Vincent,England,Asad Rauf,Western Australia Cricket Association Ground,249238,,,1.0,,2007,False,False,16,0.5161290322580645
Brisbane,2007-02-06,male,14.0,England,PD Collingwood,England,DJ Harper,"Brisbane Cricket Ground, Woolloongabba",249239,,,1.0,,2007,True,True,16,0.5161290322580645
,2007-02-09,male,,England,PD Collingwood,England,DJ Harper,Melbourne Cricket Ground,249240,4.0,,,,2007,True,False,16,0.5161290322580645
London,2007-07-01,male,79.0,England,FH Edwards,England,BG Jerling,Lord's,258465,,,,,2007,True,True,16,0.5161290322580645
Birmingham,2007-07-04,male,61.0,West Indies,S Chanderpaul,England,BG Jerling,Edgbaston,258466,,,,,2007,False,False,16,0.5161290322580645
Nottingham,2007-07-07,male,93.0,West Indies,DBL Powell,England,MR Benson,Trent Bridge,258467,,,,,2007,False,False,16,0.5161290322580645
Southampton,2007-08-21,male,104.0,England,IR Bell,England,MR Benson,The Rose Bowl,258471,,,,,2007,True,True,16,0.5161290322580645
Bristol,2007-08-24,male,9.0,India,R Dravid,England,BR Doctrove,County Ground,258472,,,,,2007,False,False,16,0.5161290322580645
Birmingham,2007-08-27,male,42.0,England,IR Bell,England,MR Benson,Edgbaston,258473,,,,,2007,True,True,16,0.5161290322580645
Manchester,2007-08-30,male,,England,SCJ Broad,England,Aleem Dar,Old Trafford,258474,3.0,,,,2007,True,False,16,0.5161290322580645
London,2007-09-05,male,,India,SR Tendulkar,England,Aleem Dar,Kennington Oval,258476,2.0,,,,2007,False,True,16,0.5161290322580645
London,2007-09-08,male,,England,KP Pietersen,England,Aleem Dar,Lord's,258477,7.0,,,,2007,True,False,16,0.5161290322580645
,2007-10-01,male,119.0,Sri Lanka,MF Maharoof,England,RE Koertzen,Rangiri Dambulla International Stadium,291217,,,,,2007,False,False,16,0.5161290322580645
,2007-10-04,male,65.0,England,OA Shah,England,TH Wijewardene,Rangiri Dambulla International Stadium,291218,,,,,2007,True,True,16,0.5161290322580645
Colombo,2007-10-10,male,,England,AN Cook,England,TH Wijewardene,R Premadasa Stadium,291220,5.0,,,,2007,True,False,16,0.5161290322580645
Colombo,2007-10-13,male,107.0,Sri Lanka,CRD Fernando,England,RE Koertzen,R Premadasa Stadium,291221,,,,,2007,False,False,16,0.5161290322580645
St Lucia,2007-03-16,male,,New Zealand,SB Styris,New Zealand,RE Koertzen,"Beausejour Stadium, Gros Islet",247463,6.0,,1.0,,2007,True,False,15,0.5172413793103449
St Lucia,2007-03-20,male,148.0,New Zealand,LRPL Taylor,New Zealand,RE Koertzen,"Beausejour Stadium, Gros Islet",247471,,,1.0,,2007,True,True,15,0.5172413793103449
St Lucia,2007-03-22,male,114.0,New Zealand,L Vincent,New Zealand,BR Doctrove,"Beausejour Stadium, Gros Islet",247475,,,1.0,,2007,True,True,15,0.5172413793103449
Antigua,2007-03-29,male,,New Zealand,JDP Oram,New Zealand,RE Koertzen,"Sir Vivian Richards Stadium, North Sound",247483,7.0,,,,2007,True,False,15,0.5172413793103449
Antigua,2007-04-02,male,,New Zealand,SE Bond,New Zealand,RE Koertzen,"Sir Vivian Richards Stadium, North Sound",247487,9.0,,1.0,,2007,True,False,15,0.5172413793103449
Guyana,2007-04-09,male,129.0,New Zealand,PG Fulton,New Zealand,SJA Taufel,Providence Stadium,247492,,,1.0,,2007,True,True,15,0.5172413793103449
Grenada,2007-04-12,male,,Sri Lanka,WPUJC Vaas,New Zealand,Asad Rauf,"National Cricket Stadium, St George's",247495,6.0,,1.0,,2007,False,True,15,0.5172413793103449
Grenada,2007-04-14,male,,New Zealand,CD McMillan,New Zealand,MR Benson,"National Cricket Stadium, St George's",247497,5.0,,1.0,,2007,True,False,15,0.5172413793103449
Grenada,2007-04-20,male,215.0,Australia,ML Hayden,New Zealand,Asad Rauf,"National Cricket Stadium, St George's",247503,,,1.0,,2007,False,False,15,0.5172413793103449
Jamaica,2007-04-24,male,81.0,Sri Lanka,DPMD Jayawardene,New Zealand,RE Koertzen,"Sabina Park, Kingston",247505,,,1.0,,2007,False,False,15,0.5172413793103449
Hobart,2007-01-14,male,105.0,Australia,A Symonds,New Zealand,DJ Harper,Bellerive Oval,249228,,,,,2007,False,False,15,0.5172413793103449
,2007-01-21,male,,Australia,MJ Clarke,New Zealand,SJA Taufel,Sydney Cricket Ground,249229,2.0,,,,2007,False,True,15,0.5172413793103449
Perth,2007-01-28,male,8.0,Australia,RT Ponting,New Zealand,SJA Taufel,Western Australia Cricket Association Ground,249230,,,,,2007,False,False,15,0.5172413793103449
,2007-02-04,male,,Australia,RT Ponting,New Zealand,SJ Davis,Melbourne Cricket Ground,249231,5.0,,,,2007,False,True,15,0.5172413793103449
Hobart,2007-01-16,male,,England,A Flintoff,New Zealand,SJ Davis,Bellerive Oval,249236,3.0,,1.0,,2007,False,True,15,0.5172413793103449
,2007-01-23,male,90.0,New Zealand,JDP Oram,New Zealand,IL Howell,Adelaide Oval,249237,,,1.0,,2007,True,True,15,0.5172413793103449
Perth,2007-01-30,male,58.0,New Zealand,L Vincent,New Zealand,SJ Davis,Western Australia Cricket Association Ground,249238,,,1.0,,2007,True,True,15,0.5172413793103449
Brisbane,2007-02-06,male,14.0,England,PD Collingwood,New Zealand,IL Howell,"Brisbane Cricket Ground, Woolloongabba",249239,,,1.0,,2007,False,False,15,0.5172413793103449
Auckland,2007-01-06,male,189.0,Sri Lanka,ST Jayasuriya,New Zealand,GAV Baxter,Eden Park,251492,,,,,2007,False,False,15,0.5172413793103449
Wellington,2007-02-16,male,,New Zealand,SE Bond,New Zealand,Aleem Dar,Westpac Stadium,251494,10.0,,,,2007,True,False,15,0.5172413793103449
Auckland,2007-02-18,male,,New Zealand,LRPL Taylor,New Zealand,Aleem Dar,Eden Park,251495,5.0,,,,2007,True,False,15,0.5172413793103449
Hamilton,2007-02-20,male,,New Zealand,ML Hayden,New Zealand,Aleem Dar,Seddon Park,251496,1.0,,,,2007,True,False,15,0.5172413793103449
,2007-12-14,male,,Australia,RT Ponting,New Zealand,SJ Davis,Adelaide Oval,291345,7.0,,,,2007,False,True,15,0.5172413793103449
Hobart,2007-12-20,male,114.0,Australia,RT Ponting,New Zealand,PD Parker,Bellerive Oval,291347,,,,,2007,False,False,15,0.5172413793103449
Durban,2007-11-25,male,,South Africa,AB de Villiers,New Zealand,BG Jerling,Kingsmead,298796,2.0,,,,2007,False,True,15,0.5172413793103449
Port Elizabeth,2007-11-30,male,,New Zealand,BB McCullum,New Zealand,M Erasmus,St George's Park,298797,7.0,,,,2007,True,False,15,0.5172413793103449
Cape Town,2007-12-02,male,,South Africa,HH Gibbs,New Zealand,IL Howell,Newlands,298798,5.0,,,,2007,False,True,15,0.5172413793103449
Auckland,2007-12-26,male,,New Zealand,JM How,New Zealand,GAV Baxter,Eden Park,300426,6.0,,,,2007,True,False,15,0.5172413793103449
,2007-12-31,male,,New Zealand,DL Vettori,New Zealand,AL Hill,Queenstown Events Centre,300428,10.0,,,,2007,True,False,15,0.5172413793103449
Trinidad,2007-03-17,male,,Bangladesh,Mashrafe Mortaza,Bangladesh,Aleem Dar,"Queen's Park Oval, Port of Spain",247464,5.0,,1.0,,2007,True,False,2,0.14285714285714285
Antigua,2007-03-31,male,,Australia,GD McGrath,Bangladesh,BF Bowden,"Sir Vivian Richards Stadium, North Sound",247485,10.0,,1.0,,2007,False,True,2,0.14285714285714285
Antigua,2007-04-02,male,,New Zealand,SE Bond,Bangladesh,Aleem Dar,"Sir Vivian Richards Stadium, North Sound",247487,9.0,,1.0,,2007,False,True,2,0.14285714285714285
Guyana,2007-04-07,male,67.0,Bangladesh,Mohammad Ashraful,Bangladesh,MR Benson,Providence Stadium,247490,,,1.0,,2007,True,True,2,0.14285714285714285
Barbados,2007-04-11,male,,England,SI Mahmood,Bangladesh,SA Bucknor,"Kensington Oval, Bridgetown",247494,4.0,,1.0,,2007,False,True,2,0.14285714285714285
Barbados,2007-04-15,male,74.0,Ireland,WTS Porterfield,Bangladesh,BF Bowden,"Kensington Oval, Bridgetown",247498,,,1.0,,2007,False,False,2,0.14285714285714285
Barbados,2007-04-19,male,99.0,West Indies,RR Sarwan,Bangladesh,RE Koertzen,"Kensington Oval, Bridgetown",247502,,,,,2007,False,False,2,0.14285714285714285
Mirpur,2007-05-10,male,,India,MS Dhoni,Bangladesh,EAR de Silva,Shere Bangla National Stadium,282688,5.0,,,,2007,False,True,2,0.14285714285714285
Mirpur,2007-05-12,male,46.0,India,G Gambhir,Bangladesh,EAR de Silva,Shere Bangla National Stadium,282689,,,,,2007,False,False,2,0.14285714285714285
Colombo,2007-07-20,male,70.0,Sri Lanka,CRD Fernando,Bangladesh,RE Koertzen,P Saravanamuttu Stadium,293481,,,,,2007,False,False,2,0.14285714285714285
Colombo,2007-07-23,male,,Sri Lanka,ST Jayasuriya,Bangladesh,TH Wijewardene,R Premadasa Stadium,293482,5.0,,,,2007,False,True,2,0.14285714285714285
Colombo,2007-07-25,male,39.0,Sri Lanka,J Mubarak,Bangladesh,RE Koertzen,R Premadasa Stadium,293483,,,,,2007,False,False,2,0.14285714285714285
Auckland,2007-12-26,male,,New Zealand,JM How,Bangladesh,PD Parker,Eden Park,300426,6.0,,,,2007,False,True,2,0.14285714285714285
,2007-12-31,male,,New Zealand,DL Vettori,Bangladesh,NJ Llong,Queenstown Events Centre,300428,10.0,,,,2007,False,True,2,0.14285714285714285
Trinidad,2007-03-17,male,,Bangladesh,Mashrafe Mortaza,India,SJ Davis,"Queen's Park Oval, Port of Spain",247464,5.0,,1.0,,2007,False,True,15,0.5
Trinidad,2007-03-19,male,257.0,India,V Sehwag,India,IL Howell,"Queen's Park Oval, Port of Spain",247468,,,1.0,,2007,True,True,15,0.5
Trinidad,2007-03-23,male,69.0,Sri Lanka,M Muralitharan,India,Aleem Dar,"Queen's Park Oval, Port of Spain",247476,,,1.0,,2007,False,False,15,0.5
Southampton,2007-08-21,male,104.0,England,IR Bell,India,BR Doctrove,The Rose Bowl,258471,,,,,2007,False,False,15,0.5
Bristol,2007-08-24,male,9.0,India,R Dravid,India,IJ Gould,County Ground,258472,,,,,2007,True,True,15,0.5
Birmingham,2007-08-27,male,42.0,England,IR Bell,India,BR Doctrove,Edgbaston,258473,,,,,2007,False,False,15,0.5
Manchester,2007-08-30,male,,England,SCJ Broad,India,IJ Gould,Old Trafford,258474,3.0,,,,2007,False,True,15,0.5
London,2007-09-05,male,,India,SR Tendulkar,India,PJ Hartley,Kennington Oval,258476,2.0,,,,2007,True,False,15,0.5
London,2007-09-08,male,,England,KP Pietersen,India,IJ Gould,Lord's,258477,7.0,,,,2007,False,True,15,0.5
Chennai,2007-01-27,male,,West Indies,MN Samuels,India,BF Bowden,"MA Chidambaram Stadium, Chepauk",267708,3.0,,,,2007,False,True,15,0.5
Vadodara,2007-01-31,male,160.0,India,SR Tendulkar,India,BF Bowden,Indian Petrochemicals Corporation Limited Sports Complex Ground,267709,,,,,2007,True,True,15,0.5
Rajkot,2007-02-11,male,5.0,Sri Lanka,KC Sangakkara,India,SL Shastri,Madhavrao Scindia Cricket Ground,267712,,,,,2007,False,False,15,0.5
Visakhapatnam,2007-02-17,male,,India,LPC Silva,India,AM Saheba,Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium,267713,7.0,,,,2007,True,False,15,0.5
Margao,2007-02-14,male,,India,Z Khan,India,AM Saheba,"Nehru Stadium, Fatorda",267715,5.0,,,,2007,True,False,15,0.5
Mirpur,2007-05-10,male,,India,MS Dhoni,India,Nadir Shah,Shere Bangla National Stadium,282688,5.0,,,,2007,True,False,15,0.5
Mirpur,2007-05-12,male,46.0,India,G Gambhir,India,Enamul Haque,Shere Bangla National Stadium,282689,,,,,2007,True,True,15,0.5
Belfast,2007-06-26,male,,South Africa,JH Kallis,India,Aleem Dar,"Civil Service Cricket Club, Stormont",293076,4.0,,1.0,,2007,False,True,15,0.5
Belfast,2007-06-29,male,,India,SR Tendulkar,India,MR Benson,"Civil Service Cricket Club, Stormont",293077,6.0,,1.0,,2007,True,False,15,0.5
Belfast,2007-07-01,male,,India,Yuvraj Singh,India,Aleem Dar,"Civil Service Cricket Club, Stormont",293078,6.0,,1.0,,2007,True,False,15,0.5
Kochi,2007-10-02,male,84.0,Australia,BJ Haddin,India,SA Bucknor,Nehru Stadium,297794,,,,,2007,False,False,15,0.5
Hyderabad,2007-10-05,male,47.0,Australia,A Symonds,India,SA Bucknor,"Rajiv Gandhi International Stadium, Uppal",297795,,,,,2007,False,False,15,0.5
Chandigarh,2007-10-08,male,8.0,India,MS Dhoni,India,SA Bucknor,Sector 16 Stadium,297796,,,,,2007,True,True,15,0.5
Vadodara,2007-10-11,male,,Australia,MG Johnson,India,Aleem Dar,Reliance Stadium,297797,9.0,,,,2007,False,True,15,0.5
Nagpur,2007-10-14,male,18.0,Australia,A Symonds,India,Aleem Dar,Vidarbha Cricket Association Ground,297798,,,,,2007,False,False,15,0.5
Mumbai,2007-10-17,male,,India,M Kartik,India,Aleem Dar,Wankhede Stadium,297799,2.0,,,,2007,True,False,15,0.5
Guwahati,2007-11-05,male,,India,MS Dhoni,India,IJ Gould,Nehru Stadium,297801,5.0,,,,2007,True,False,15,0.5
Chandigarh,2007-11-08,male,,Pakistan,Younis Khan,India,IJ Gould,"Punjab Cricket Association Stadium, Mohali",297802,4.0,,,,2007,False,True,15,0.5
Kanpur,2007-11-11,male,46.0,India,Yuvraj Singh,India,IJ Gould,Green Park,297803,,,,,2007,True,True,15,0.5
Gwalior,2007-11-15,male,,India,SR Tendulkar,India,BR Doctrove,Captain Roop Singh Stadium,297804,6.0,,,,2007,True,False,15,0.5
Jaipur,2007-11-18,male,31.0,Pakistan,Shoaib Malik,India,BR Doctrove,Sawai Mansingh Stadium,297805,,,,,2007,False,False,15,0.5
St Lucia,2007-03-18,male,51.0,England,PD Collingwood,Canada,BR Doctrove,"Beausejour Stadium, Gros Islet",247467,,,1.0,,2007,False,False,1,0.16666666666666666
St Lucia,2007-03-22,male,114.0,New Zealand,L Vincent,Canada,Asad Rauf,"Beausejour Stadium, Gros Islet",247475,,,1.0,,2007,False,False,1,0.16666666666666666
Nairobi,2007-02-02,male,56.0,Canada,JM Davison,Canada,TH Wijewardene,Gymkhana Club Ground,267386,,,1.0,,2007,True,True,1,0.16666666666666666
Nairobi,2007-02-05,male,158.0,Kenya,TM Odoyo,Canada,TH Wijewardene,Jaffery Sports Club Ground,267391,,,,,2007,False,False,1,0.16666666666666666
Nairobi,2007-10-18,male,,Kenya,,Canada,BB Pradhan,Gymkhana Club Ground,296685,4.0,,,,2007,False,True,1,0.16666666666666666
Nairobi,2007-10-20,male,,Kenya,,Canada,BB Pradhan,Gymkhana Club Ground,296687,4.0,,,,2007,False,True,1,0.16666666666666666
Jamaica,2007-03-19,male,,West Indies,SC Williams,Zimbabwe,SJA Taufel,"Sabina Park, Kingston",247469,6.0,,,,2007,False,True,1,0.14285714285714285
Bulawayo,2007-08-22,male,,South Africa,GB Brent,Zimbabwe,SJ Davis,Queens Sports Club,300486,5.0,,,,2007,False,True,1,0.14285714285714285
,2007-08-25,male,,South Africa,HH Gibbs,Zimbabwe,SJ Davis,Harare Sports Club,300487,8.0,,,,2007,False,True,1,0.14285714285714285
,2007-08-26,male,28.0,South Africa,AB de Villiers,Zimbabwe,KC Barbour,Harare Sports Club,300488,,,,,2007,False,False,1,0.14285714285714285
,2007-11-30,male,30.0,Zimbabwe,CJ Chibhabha,Zimbabwe,KC Barbour,Harare Sports Club,317578,,,,,2007,True,True,1,0.14285714285714285
,2007-12-02,male,110.0,West Indies,RS Morton,Zimbabwe,BG Jerling,Harare Sports Club,317579,,,,,2007,False,False,1,0.14285714285714285
Bulawayo,2007-12-07,male,,West Indies,JE Taylor,Zimbabwe,BG Jerling,Queens Sports Club,317581,5.0,,,,2007,False,True,1,0.14285714285714285
St Lucia,2007-03-20,male,148.0,New Zealand,LRPL Taylor,Kenya,BR Doctrove,"Beausejour Stadium, Gros Islet",247471,,,1.0,,2007,False,False,6,0.6666666666666666
St Lucia,2007-03-24,male,,England,EC Joyce,Kenya,PD Parker,"Beausejour Stadium, Gros Islet",247479,7.0,,1.0,,2007,False,True,6,0.6666666666666666
Nairobi,2007-02-04,male,77.0,Scotland,RM Haq,Kenya,GAV Baxter,Gymkhana Club Ground,267389,,,,,2007,False,False,6,0.6666666666666666
Nairobi,2007-02-05,male,158.0,Kenya,TM Odoyo,Kenya,R Dill,Jaffery Sports Club Ground,267391,,,,,2007,True,True,6,0.6666666666666666
Nairobi,2007-10-18,male,,Kenya,,Kenya,M Erasmus,Gymkhana Club Ground,296685,4.0,,,,2007,True,False,6,0.6666666666666666
Nairobi,2007-10-20,male,,Kenya,,Kenya,M Erasmus,Gymkhana Club Ground,296687,4.0,,,,2007,True,False,6,0.6666666666666666
Nairobi,2007-10-25,male,,Kenya,,Kenya,IL Howell,Gymkhana Club Ground,313992,8.0,,,,2007,True,False,6,0.6666666666666666
Nairobi,2007-10-27,male,,Kenya,,Kenya,IL Howell,Gymkhana Club Ground,313993,3.0,,,,2007,True,False,6,0.6666666666666666
Nairobi,2007-10-28,male,,Kenya,,Kenya,IL Howell,Gymkhana Club Ground,313994,1.0,,,,2007,True,False,6,0.6666666666666666
Guyana,2007-03-30,male,48.0,England,PD Collingwood,Ireland,SJA Taufel,Providence Stadium,247484,,,1.0,,2007,False,False,1,0.16666666666666666
Guyana,2007-04-09,male,129.0,New Zealand,PG Fulton,Ireland,SA Bucknor,Providence Stadium,247492,,,1.0,,2007,False,False,1,0.16666666666666666
Barbados,2007-04-13,male,,Australia,GD McGrath,Ireland,RE Koertzen,"Kensington Oval, Bridgetown",247496,9.0,,1.0,,2007,False,True,1,0.16666666666666666
Barbados,2007-04-15,male,74.0,Ireland,WTS Porterfield,Ireland,SA Bucknor,"Kensington Oval, Bridgetown",247498,,,1.0,,2007,True,True,1,0.16666666666666666
Grenada,2007-04-18,male,,Sri Lanka,MF Maharoof,Ireland,MR Benson,"National Cricket Stadium, St George's",247501,8.0,,1.0,,2007,False,True,1,0.16666666666666666
Belfast,2007-06-24,male,42.0,South Africa,AR Cusack,Ireland,Aleem Dar,"Civil Service Cricket Club, Stormont",293072,,,,,2007,False,False,1,0.16666666666666666
Nairobi,2006-08-12,male,,Bangladesh,Mashrafe Mortaza,Kenya,K Hariharan,Gymkhana Club Ground,249378,6.0,,,,2006,False,True,0,0.0
Nairobi,2006-08-13,male,,Bangladesh,Mashrafe Mortaza,Kenya,K Hariharan,Gymkhana Club Ground,249379,2.0,,,,2006,False,True,0,0.0
Nairobi,2006-08-15,male,,Bangladesh,Mashrafe Mortaza,Kenya,K Hariharan,Gymkhana Club Ground,249380,6.0,,,,2006,False,True,0,0.0
Potchefstroom,2006-11-27,male,,Canada,S Dhaniram,Bermuda,JJ Luck,Sedgars Park,259384,5.0,,1.0,,2006,False,True,1,0.3333333333333333
Benoni,2006-12-02,male,,Bermuda,S Mukuddem,Bermuda,SR Modi,Willowmoore Park,259389,6.0,,1.0,,2006,True,False,1,0.3333333333333333
Benoni,2006-11-30,male,,Canada,GR Codrington,Bermuda,SR Modi,Willowmoore Park,259390,3.0,,1.0,,2006,False,True,1,0.3333333333333333
Potchefstroom,2006-11-27,male,,Canada,S Dhaniram,Canada,RB Tiffin,Sedgars Park,259384,5.0,,1.0,,2006,True,False,2,1.0
Benoni,2006-11-30,male,,Canada,GR Codrington,Canada,RB Tiffin,Willowmoore Park,259390,3.0,,1.0,,2006,True,False,2,1.0
Benoni,2006-12-02,male,,Bermuda,S Mukuddem,Netherlands,RB Tiffin,Willowmoore Park,259389,6.0,,1.0,,2006,False,True,0,0.0
Pretoria,2007-01-22,female,84.0,South Africa,,South Africa,LM Engelbrecht,Harlequins,271465,,,,589.0,2007,True,True,2,1.0
Pretoria,2007-01-24,female,,South Africa,,South Africa,A Crafford,"Sinovich Park, Sinoville",271466,6.0,,,590.0,2007,True,False,2,1.0
Pretoria,2007-01-22,female,84.0,South Africa,,Pakistan,A Crafford,Harlequins,271465,,,,589.0,2007,False,False,0,0.0
Pretoria,2007-01-24,female,,South Africa,,Pakistan,BM White,"Sinovich Park, Sinoville",271466,6.0,,,590.0,2007,False,True,0,0.0
Chennai,2007-03-05,female,,Australia,S Nitschke,New Zealand,GA Pratapkumar,"MA Chidambaram Stadium, Chepauk",276226,6.0,,,605.0,2007,False,True,0,0.0
Chennai,2007-03-05,female,,Australia,KE Pike,Australia,S Ravi,"MA Chidambaram Stadium, Chepauk",276226,6.0,,,605.0,2007,True,False,1,1.0
Bangalore,2007-06-06,male,34.0,Asia XI,SM Pollock,Africa XI,AL Hill,M Chinnaswamy Stadium,289107,,,1.0,,2007,False,False,0,0.0
Chennai,2007-06-09,male,31.0,Asia XI,CRD Fernando,Africa XI,AL Hill,"MA Chidambaram Stadium, Chepauk",289108,,,1.0,,2007,False,False,0,0.0
Chennai,2007-06-10,male,13.0,Asia XI,MS Dhoni,Africa XI,AL Hill,"MA Chidambaram Stadium, Chepauk",289110,,,1.0,,2007,False,False,0,0.0
Bangalore,2007-06-06,male,34.0,Asia XI,SM Pollock,Asia XI,PD Parker,M Chinnaswamy Stadium,289107,,,1.0,,2007,True,True,3,1.0
Chennai,2007-06-09,male,31.0,Asia XI,CRD Fernando,Asia XI,PD Parker,"MA Chidambaram Stadium, Chepauk",289108,,,1.0,,2007,True,True,3,1.0
Chennai,2007-06-10,male,13.0,Asia XI,MS Dhoni,Asia XI,PD Parker,"MA Chidambaram Stadium, Chepauk",289110,,,1.0,,2007,True,True,3,1.0
,2008-02-08,male,128.0,Australia,NW Bracken,Australia,AL Hill,Sydney Cricket Ground,291361,,,,,2008,True,True,11,0.7333333333333333
,2008-02-10,male,,India,I Sharma,Australia,RE Koertzen,Melbourne Cricket Ground,291362,5.0,,,,2008,False,True,11,0.7333333333333333
Perth,2008-02-15,male,63.0,Australia,AC Gilchrist,Australia,DJ Harper,Western Australia Cricket Association Ground,291364,,,,,2008,True,True,11,0.7333333333333333
,2008-02-17,male,50.0,Australia,MJ Clarke,Australia,AL Hill,Adelaide Oval,291365,,,,,2008,True,True,11,0.7333333333333333
,2008-02-24,male,18.0,Australia,RT Ponting,Australia,DJ Harper,Sydney Cricket Ground,291368,,,,,2008,True,True,11,0.7333333333333333
,2008-02-29,male,13.0,Sri Lanka,AC Gilchrist,Australia,DJ Harper,Melbourne Cricket Ground,291370,,,,,2008,False,False,11,0.7333333333333333
,2008-03-02,male,,India,SR Tendulkar,Australia,DJ Harper,Sydney Cricket Ground,291371,6.0,,,,2008,False,True,11,0.7333333333333333
